,0
2005-07-08,0.5732008213156988
2005-07-11,0.5670610809715939
2005-07-12,0.49705190268107763
2005-07-13,0.4894146602963431
2005-07-14,0.4951724416494362
2005-07-15,0.48964666092376746
2005-07-18,0.48738230518039033
2005-07-19,0.4889233998173143
2005-07-20,0.492547029007785
2005-07-21,0.4788680665380765
2005-07-22,0.47769540831297547
2005-07-25,0.4860108333237635
2005-07-26,0.485582521952763
2005-07-27,0.4827781885501281
2005-07-28,0.48197044113242854
2005-07-29,0.4655393734880907
2005-08-01,0.47645957283627727
2005-08-02,0.47814785901167
2005-08-03,0.4767458366302866
2005-08-04,0.4767020760526983
2005-08-05,0.4891805705336446
2005-08-08,0.5152394611640891
2005-08-09,0.5146547474388294
2005-08-10,0.5203315660174649
2005-08-11,0.49626631457601
2005-08-12,0.4949158064770464
2005-08-15,0.49951461330261415
2005-08-16,0.5034132533792218
2005-08-17,0.5097095764411537
2005-08-18,0.5041028479523924
2005-08-19,0.4982037973860368
2005-08-22,0.5091893208703928
2005-08-23,0.5085747421341921
2005-08-24,0.4996006481614533
2005-08-25,0.4787494302707317
2005-08-26,0.500072273073337
2005-08-29,0.5304959532985022
2005-08-30,0.5432487893723255
2005-08-31,0.532968233524959
2005-09-01,0.5382178407315955
2005-09-02,0.5395101620516755
2005-09-05,0.5350774158593161
2005-09-06,0.5646211099386698
2005-09-07,0.5702502457425217
2005-09-08,0.5513344370439865
2005-09-09,0.5520134565532844
2005-09-12,0.5568465623512995
2005-09-13,0.5410998463638105
2005-09-14,0.5678329978431846
2005-09-15,0.5785013612804047
2005-09-16,0.5814008137352147
2005-09-19,0.5832438860067601
2005-09-20,0.5744196210286369
2005-09-21,0.5545141406036176
2005-09-22,0.5838484499823877
2005-09-23,0.5944311808143385
2005-09-26,0.5954385639241206
2005-09-27,0.6367431664789963
2005-09-28,0.6469271454557768
2005-09-29,0.6560190994148426
2005-09-30,0.6227365399428766
2005-10-03,0.6150312195874093
2005-10-04,0.6010141880683133
2005-10-05,0.6065341669268716
2005-10-06,0.6224432548329144
2005-10-07,0.6234105400317045
2005-10-10,0.6268682309903112
2005-10-11,0.6380819286341455
2005-10-12,0.6264081864598463
2005-10-13,0.6412699954319165
2005-10-14,0.6574766333009582
2005-10-17,0.645736260216577
2005-10-18,0.6368682128119101
2005-10-19,0.6428966660413239
2005-10-20,0.682587630828799
2005-10-21,0.698876345691447
2005-10-24,0.7024275452804808
2005-10-25,0.703861402860685
2005-10-26,0.71362004753128
2005-10-27,0.7243845194109985
2005-10-28,0.7698191501770858
2005-10-31,0.7644452810468281
2005-11-01,0.778505374945955
2005-11-02,0.7701335802489264
2005-11-03,0.7728877815858987
2005-11-04,0.767952697833819
2005-11-07,0.7603817778749891
2005-11-08,0.7576401207617596
2005-11-09,0.7462792411493526
2005-11-10,0.7267471310639871
2005-11-11,0.7243713959061708
2005-11-14,0.729242024545631
2005-11-15,0.7270534344085657
2005-11-16,0.7226281752174148
2005-11-17,0.7151241471837375
2005-11-18,0.7033782712393962
2005-11-21,0.6888379601382807
2005-11-22,0.6958473437512043
2005-11-23,0.6961163974939274
2005-11-24,0.6943422478602714
2005-11-25,0.6933911849484052
2005-11-28,0.6986939791594609
2005-11-29,0.6869232624478098
2005-11-30,0.684145812272182
2005-12-01,
2005-12-02,
2005-12-05,
2005-12-06,
2005-12-07,
2005-12-08,
2005-12-09,
2005-12-12,
2005-12-13,
2005-12-14,
2005-12-15,
2005-12-16,
2005-12-19,
2005-12-20,
2005-12-21,
2005-12-22,
2005-12-23,
2005-12-26,
2005-12-27,
2005-12-28,
2005-12-29,
2005-12-30,
2006-01-02,
2006-01-03,
2006-01-04,
2006-01-05,
2006-01-06,
2006-01-09,
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,
2006-01-17,
2006-01-18,
2006-01-19,
2006-01-20,
2006-01-23,
2006-01-24,
2006-01-25,0.4370790932056977
2006-01-26,0.441017159038795
2006-01-27,0.4508505443754752
2006-01-30,0.4523762927089397
2006-01-31,0.43192895771048445
2006-02-01,0.43288732894241344
2006-02-02,0.4484123118191528
2006-02-03,0.4453405518461772
2006-02-06,0.4349272695115335
2006-02-07,0.4327658497303958
2006-02-08,0.42947245970153014
2006-02-09,0.43512458866454534
2006-02-10,0.45012961617207664
2006-02-13,0.42174983209694633
2006-02-14,0.4197369641974246
2006-02-15,0.4214394696425007
2006-02-16,0.43504670272289137
2006-02-17,0.43627930071383697
2006-02-20,0.4383521967206029
2006-02-21,0.4440928460886422
2006-02-22,0.4492251517255765
2006-02-23,0.46035693782095277
2006-02-24,0.4476158867173382
2006-02-27,0.44230611692313887
2006-02-28,0.44005705516727023
2006-03-01,0.45282710669225273
2006-03-02,0.45567468688858137
2006-03-03,0.4736716380017795
2006-03-06,0.46899323803307197
2006-03-07,0.4597600361192655
2006-03-08,0.46967254199181807
2006-03-09,0.4644339219294755
2006-03-10,0.46395040084085276
2006-03-13,0.46542545179752837
2006-03-14,0.4646191237467228
2006-03-15,0.4616378647567891
2006-03-16,0.44906139532758466
2006-03-17,0.4378541105012538
2006-03-20,0.4338091527362131
2006-03-21,0.43231860115257764
2006-03-22,0.43258986828430823
2006-03-23,0.4275103669346899
2006-03-24,0.4137992538256105
2006-03-27,0.4052938129367626
2006-03-28,0.4106368829636081
2006-03-29,0.41682766665313975
2006-03-30,0.41054244335659396
2006-03-31,0.4256816236747379
2006-04-03,0.42298851185578556
2006-04-04,0.42932323299134023
2006-04-05,0.41482403940003076
2006-04-06,0.41847385554832134
2006-04-07,0.41565130346540363
2006-04-10,0.42240406495880717
2006-04-11,0.4243544821555737
2006-04-12,0.4329508188162702
2006-04-13,0.4243058862665614
2006-04-18,0.4227240998512454
2006-04-19,0.409920886036521
2006-04-20,0.41967407326446693
2006-04-21,0.4282819149716747
2006-04-24,0.42728938988671955
2006-04-25,0.4104372372854944
2006-04-26,0.3995860610904702
2006-04-27,0.40253670639496164
2006-04-28,0.40208934948643654
2006-05-02,0.40967015238379184
2006-05-03,0.4049448266157002
2006-05-04,0.4264126516424248
2006-05-05,0.4362176506175838
2006-05-08,0.4369327400252163
2006-05-09,0.42493655608268
2006-05-10,0.4235169862496321
2006-05-11,0.42430710646021524
2006-05-12,0.4262814966636432
2006-05-15,0.4543906491901989
2006-05-16,0.46575888484969463
2006-05-17,0.4782179209613739
2006-05-18,0.5466542527699099
2006-05-19,0.5347856243448876
2006-05-22,0.5397595383994311
2006-05-23,0.5631632318540969
2006-05-24,0.5918763065140275
2006-05-25,0.6011647215029301
2006-05-26,0.6164035365556992
2006-05-29,0.6148735133035892
2006-05-30,0.6229106527856418
2006-05-31,0.6620282665223021
2006-06-01,0.6720372247641504
2006-06-02,0.6844234816403081
2006-06-05,0.6774506155838026
2006-06-06,0.6857415263173421
2006-06-07,0.7123566584550093
2006-06-08,0.7268658124756107
2006-06-09,0.768362626570602
2006-06-12,0.7826512620151254
2006-06-13,0.7950031613005348
2006-06-14,0.817191749688192
2006-06-15,0.8165568996945893
2006-06-16,0.8053125189632203
2006-06-19,0.8113117908041069
2006-06-20,0.8405042214429758
2006-06-21,0.8699410737975117
2006-06-22,0.878260112775334
2006-06-23,0.8886276002922276
2006-06-26,0.8800315284369675
2006-06-27,0.8862618647578898
2006-06-28,0.8810587655180606
2006-06-29,0.8848674963503029
2006-06-30,0.9092711448375989
2006-07-03,0.928324182086139
2006-07-04,0.92678567484171
2006-07-05,0.9426868759842526
2006-07-06,0.9526723037642576
2006-07-07,0.9597924939666758
2006-07-10,0.963293847796163
2006-07-11,0.9666942542819438
2006-07-12,0.9708743760985294
2006-07-13,0.9667432891606152
2006-07-14,0.9537620114231184
2006-07-17,0.9652897413279156
2006-07-18,0.9692379334128237
2006-07-19,0.9972718990900958
2006-07-20,1.0318935119300798
2006-07-21,1.0262206949311243
2006-07-24,1.032259673891474
2006-07-25,1.061901470655025
2006-07-26,1.0650724481411502
2006-07-27,1.05600949487052
2006-07-28,1.0502144175150945
2006-07-31,1.0703286915230297
2006-08-01,1.0666391632184595
2006-08-02,1.0449824596197452
2006-08-03,1.0557609681744518
2006-08-04,1.0589498290403827
2006-08-07,1.0369981057033288
2006-08-08,1.0519357989437135
2006-08-09,1.05190064122926
2006-08-10,1.018090875360986
2006-08-11,1.0015058547102724
2006-08-14,1.0146655870274204
2006-08-15,0.9955798513461609
2006-08-16,0.977149510425115
2006-08-17,0.9686094140017364
2006-08-18,0.9464268650911463
2006-08-21,0.9441833030978917
2006-08-22,0.9490082086743643
2006-08-23,0.9068954060164568
2006-08-24,0.9103451556408588
2006-08-25,0.9179199258886725
2006-08-28,0.9230246333358416
2006-08-29,0.921983830407822
2006-08-30,0.8911828747741699
2006-08-31,0.9018888102472451
2006-09-01,0.8769846902319124
2006-09-04,0.8784819994623595
2006-09-05,0.8724277628621259
2006-09-06,0.8504840442263196
2006-09-07,0.8680814181602663
2006-09-08,0.9075317730837072
2006-09-11,0.9065552772748102
2006-09-12,0.8857439812889594
2006-09-13,0.8884749935823291
2006-09-14,0.8894154271869337
2006-09-15,0.8747893470894292
2006-09-18,0.8688922617661123
2006-09-19,0.8580827291098689
2006-09-20,0.842683883296311
2006-09-21,0.8564008745843102
2006-09-22,0.7954931908984081
2006-09-25,0.8060227124520031
2006-09-26,0.8098736848661311
2006-09-27,0.8000004670889697
2006-09-28,0.7599702425419854
2006-09-29,0.737684162192145
2006-10-02,0.7421543595019781
2006-10-03,0.7314962923573436
2006-10-04,0.7269560414134079
2006-10-05,0.7316873749014597
2006-10-06,0.7163102002202298
2006-10-09,0.695358354716142
2006-10-10,0.6788382360728823
2006-10-11,0.6726754636701353
2006-10-12,0.6397172110964188
2006-10-13,0.6377762313775992
2006-10-16,0.6049795906149493
2006-10-17,0.5728011092958434
2006-10-18,0.5934898441301321
2006-10-19,0.610776548260793
2006-10-20,0.602465080112842
2006-10-23,0.5952862389904611
2006-10-24,0.5998236896590458
2006-10-25,0.6003702804341442
2006-10-26,0.607530470211285
2006-10-27,0.5974828107432671
2006-10-30,0.6041257507294058
2006-10-31,0.569407941088824
2006-11-01,0.5658002826172859
2006-11-02,0.5497147853572475
2006-11-03,0.5368577498406619
2006-11-06,0.535542620861255
2006-11-07,0.5376742640144007
2006-11-08,0.5061409293180199
2006-11-09,0.5073935797435005
2006-11-10,0.4815157377402162
2006-11-13,0.47496251629071046
2006-11-14,0.4724269657838627
2006-11-15,0.48342030678692194
2006-11-16,0.4695869403349352
2006-11-17,0.4636359578041028
2006-11-20,0.4500653155422019
2006-11-21,0.44831666722268065
2006-11-22,0.4351418039504992
2006-11-23,0.4293313899827188
2006-11-24,0.42608954503932683
2006-11-27,0.44073281290830435
2006-11-28,0.46224902164523546
2006-11-29,0.45496274237077905
2006-11-30,0.45434351933056394
2006-12-01,0.45880698637062894
2006-12-04,0.45985431721178704
2006-12-05,0.46810034822460944
2006-12-06,0.4559572191915203
2006-12-07,0.4585195436913964
2006-12-08,0.4675070605608725
2006-12-11,0.47068657879019327
2006-12-12,0.467585573935284
2006-12-13,0.4587015479745148
2006-12-14,0.4467986161653873
2006-12-15,0.4477869736620102
2006-12-18,0.43696002928068917
2006-12-19,0.4262742467837213
2006-12-20,0.4323571054565769
2006-12-21,0.438664506529287
2006-12-22,0.44216012172958485
2006-12-27,0.462537202819155
2006-12-28,0.48177213333854674
2006-12-29,0.48473503014712216
2007-01-02,0.4762570116145521
2007-01-03,0.4907881182560895
2007-01-04,0.48891415404813526
2007-01-05,0.4921616051965521
2007-01-08,0.4982998217670948
2007-01-09,0.4900103375424071
2007-01-10,0.4802073481553368
2007-01-11,0.486441212656241
2007-01-12,0.5049350473708383
2007-01-15,0.4722884641222949
2007-01-16,0.46732479849490743
2007-01-17,0.4662355206774075
2007-01-18,0.45847746266351264
2007-01-19,0.4465331649403235
2007-01-22,0.445452926790352
2007-01-23,0.45913017210034857
2007-01-24,0.4579736674790841
2007-01-25,0.4697595474947617
2007-01-26,0.46317335564037654
2007-01-29,0.45776290228455013
2007-01-30,0.44534677489048313
2007-01-31,0.4295753238609912
2007-02-01,0.43249465992102626
2007-02-02,0.41725077571574304
2007-02-05,0.4128585694277369
2007-02-06,0.4110746037133438
2007-02-07,0.4133173133228805
2007-02-08,0.4125049107748465
2007-02-09,0.41341964038516055
2007-02-12,0.41394704369723173
2007-02-13,0.41263777509930744
2007-02-14,0.41561754530294487
2007-02-15,0.42345357828017977
2007-02-16,0.4231904793549429
2007-02-19,0.44266796291673033
2007-02-20,0.43923736559144927
2007-02-21,0.447049667668706
2007-02-22,0.42924711850996466
2007-02-23,0.388994719613643
2007-02-26,0.39134209628411376
2007-02-27,0.36665283109047697
2007-02-28,0.44043289245287165
2007-03-01,0.45117223881734414
2007-03-02,0.4643255127557004
2007-03-05,0.46564520475768073
2007-03-06,0.474848334804697
2007-03-07,0.46620870805263104
2007-03-08,0.4597718427156874
2007-03-09,0.45897131370951155
2007-03-12,0.4584826040237777
2007-03-13,0.45418300984668314
2007-03-14,0.4708984669201004
2007-03-15,0.4976863681056054
2007-03-16,0.5210381440069526
2007-03-19,0.5146491702752708
2007-03-20,0.5114832653053477
2007-03-21,0.512869455146153
2007-03-22,0.5035267987476766
2007-03-23,0.502153559625292
2007-03-26,0.5025358241735659
2007-03-27,0.4975387594922697
2007-03-28,0.48688423677120607
2007-03-29,0.4872709189574067
2007-03-30,0.5047585165228172
2007-04-02,0.5015783294491689
2007-04-03,0.4988515478748356
2007-04-04,0.5158148442069905
2007-04-05,0.5081137754947102
2007-04-10,0.4968868507886402
2007-04-11,0.49101236134104304
2007-04-12,0.4840357721418632
2007-04-13,0.47499956129013593
2007-04-16,0.49332650162380176
2007-04-17,0.49859882922135296
2007-04-18,0.5034011292428197
2007-04-19,0.49808156775692175
2007-04-20,0.5063470696792655
2007-04-23,0.5109704477131874
2007-04-24,0.5185985908384152
2007-04-25,0.5268773719032708
2007-04-26,0.5463838637512387
2007-04-27,0.5526758101851816
2007-04-30,0.5642294371220882
2007-05-02,0.5790844477300554
2007-05-03,0.5815851294266847
2007-05-04,0.5725920065038241
2007-05-07,0.588223207797337
2007-05-08,0.6005337160929766
2007-05-09,0.5862585686845797
2007-05-10,0.5828253057493659
2007-05-11,0.5858001792731633
2007-05-14,0.5776458033717364
2007-05-15,0.5779086090273331
2007-05-16,0.5756181794576071
2007-05-17,0.5817680921114076
2007-05-18,0.5868026610858645
2007-05-21,0.6036028655071248
2007-05-22,0.609825410258865
2007-05-23,0.6234922409844822
2007-05-24,0.6117808305064707
2007-05-25,0.6127115564046919
2007-05-29,0.5367298582570121
2007-05-30,0.5409387511799786
2007-05-31,0.5452406424966199
2007-06-01,0.5452067958747524
2007-06-04,0.5410064961780154
2007-06-05,0.5252809879494096
2007-06-06,0.5235419263099486
2007-06-07,0.5495412928032738
2007-06-08,0.5745498141453196
2007-06-11,0.5779823769144301
2007-06-12,0.568144591539085
2007-06-13,0.5071013300385128
2007-06-14,0.48569917866062645
2007-06-15,0.5022091314483703
2007-06-18,0.5229450478618805
2007-06-19,0.5075680948286919
2007-06-20,0.5153605902423627
2007-06-21,0.5007689925336611
2007-06-22,0.5233263594646427
2007-06-25,0.5218954028966295
2007-06-26,0.5206039384144211
2007-06-27,0.5296364600264217
2007-06-28,0.5275992446121672
2007-06-29,0.5367610238677663
2007-07-02,0.5423794611393039
2007-07-03,0.5285141879834448
2007-07-04,0.5231871024328908
2007-07-05,0.5160560987720487
2007-07-06,0.5207492828744513
2007-07-09,0.5318504649112116
2007-07-10,0.533050950924195
2007-07-11,0.5551398000421308
2007-07-12,0.5590359117948461
2007-07-13,0.5711000089627906
2007-07-16,0.5674774786988493
2007-07-17,0.5602254342594333
2007-07-18,0.5726288457714467
2007-07-19,0.6024161053495454
2007-07-20,0.5864016257221116
2007-07-23,0.5901922365759684
2007-07-24,0.5994607312757163
2007-07-25,0.6343114989943355
2007-07-26,0.6355689816936849
2007-07-27,0.679073425263084
2007-07-30,0.6786145492885596
2007-07-31,0.6666564855957848
2007-08-01,0.6808910194193117
2007-08-02,0.6973458847898624
2007-08-03,0.694953075597683
2007-08-06,0.7127734474573726
2007-08-07,0.6880137629444263
2007-08-08,0.6684542369163229
2007-08-09,0.668332507108193
2007-08-10,0.6707450356333573
2007-08-13,0.6650096656896372
2007-08-14,0.6735680257965095
2007-08-15,0.6738407068887066
2007-08-16,0.6651229486536759
2007-08-17,0.6986263248770752
2007-08-20,0.7039116677539012
2007-08-21,0.6940604342954821
2007-08-22,0.6860967132771109
2007-08-23,0.6970324508572647
2007-08-24,0.6857257974941413
2007-08-27,0.6889934037002378
2007-08-28,0.7014209475467229
2007-08-29,0.7046481597753173
2007-08-30,0.6826182592671264
2007-08-31,0.6819331399805637
2007-09-03,0.6929325017636316
2007-09-04,0.6885081443286889
2007-09-05,0.6933175189498115
2007-09-06,0.7133266231073978
2007-09-07,0.6853878221544598
2007-09-10,0.6735436258418283
2007-09-11,0.6876696738586361
2007-09-12,0.6945085719320928
2007-09-13,0.7002121285708489
2007-09-14,0.6802958452391913
2007-09-17,0.6924670893999563
2007-09-18,0.6921438212996767
2007-09-19,0.688582345188361
2007-09-20,0.70432243444699
2007-09-21,0.6938128331466192
2007-09-24,0.6649059013386485
2007-09-25,0.6587530573737831
2007-09-26,0.6571015893022726
2007-09-27,0.647791433210869
2007-09-28,0.6389594147113905
2007-10-01,0.6337717292410561
2007-10-02,0.6397303515462236
2007-10-03,0.6244084605804754
2007-10-04,0.6181455005193572
2007-10-05,0.6066855354372985
2007-10-08,0.6063539354772296
2007-10-09,0.5961149623631368
2007-10-10,0.5922948321063249
2007-10-11,0.5734385140749786
2007-10-12,0.5734691298444176
2007-10-15,0.5608076707707339
2007-10-16,0.5598269893576886
2007-10-17,0.5418420160969174
2007-10-18,0.541902054057019
2007-10-19,0.4993839189337896
2007-10-22,0.5061260650161228
2007-10-23,0.5138446461489499
2007-10-24,0.5131703612505419
2007-10-25,0.515104418679491
2007-10-26,0.5163206094768007
2007-10-29,0.4892256687157457
2007-10-30,0.4904311451373003
2007-10-31,0.5020645790305238
2007-11-01,0.5061699461846444
2007-11-02,0.5243576422093394
2007-11-05,0.5078111817836843
2007-11-06,0.4990573795277711
2007-11-07,0.48438545864302435
2007-11-08,0.49274714801023756
2007-11-09,0.4333473960073171
2007-11-12,0.43670553326817974
2007-11-13,0.44408207029177565
2007-11-14,0.43545862513167083
2007-11-15,0.4409842615616862
2007-11-16,0.4449756964051037
2007-11-19,0.4437223498471212
2007-11-20,0.44873289289570906
2007-11-21,0.4585576416853683
2007-11-22,0.4793106920564118
2007-11-23,0.4651248021210219
2007-11-26,0.4514553841827037
2007-11-27,0.45073241364538036
2007-11-28,0.4447010511905087
2007-11-29,0.4577861196196971
2007-11-30,0.4621564380433359
2007-12-03,0.45647543994034523
2007-12-04,0.44851451526445674
2007-12-05,0.44417255872559924
2007-12-06,0.44977465662404315
2007-12-07,0.4357798570729505
2007-12-10,0.43611812554352714
2007-12-11,0.4376232440258236
2007-12-12,0.42327297938662634
2007-12-13,0.40528539376933426
2007-12-14,0.41283724567869007
2007-12-17,0.41290975971415794
2007-12-18,0.4351001235044575
2007-12-19,0.4300473064863364
2007-12-20,0.4350123330366295
2007-12-21,0.4412681656790288
2007-12-27,0.4559276921170624
2007-12-28,0.455097954400398
2008-01-02,0.4540628228957374
2008-01-03,0.4646108558284082
2008-01-04,0.46872056360744346
2008-01-07,0.4772089254778951
2008-01-08,0.4806863350351002
2008-01-09,0.4653885660357079
2008-01-10,0.464786809031451
2008-01-11,0.46482747494231313
2008-01-14,0.46138716878587316
2008-01-15,0.46716945206970817
2008-01-16,0.4757123158668649
2008-01-17,0.47776914699880263
2008-01-18,0.48097779932207285
2008-01-21,0.47155899361054815
2008-01-22,0.6225021006527646
2008-01-23,0.6133287907368147
2008-01-24,0.6705124343161577
2008-01-25,0.7498815919042936
2008-01-28,0.7490142594219338
2008-01-29,0.753030213620604
2008-01-30,0.7629385717670544
2008-01-31,0.7533884333447581
2008-02-01,0.7381013902006593
2008-02-04,0.7433100618124951
2008-02-05,0.7375403106459477
2008-02-06,0.7795258211541927
2008-02-07,0.7812997629546758
2008-02-08,0.8049201521503049
2008-02-11,0.8174667798162611
2008-02-12,0.8228259860961844
2008-02-13,0.8488853629205385
2008-02-14,0.8499421746760932
2008-02-15,0.854504402371121
2008-02-18,0.8597684915022368
2008-02-19,0.8714404353524026
2008-02-20,0.8688694918408177
2008-02-21,0.8567355591819992
2008-02-22,0.8570457982922305
2008-02-25,0.8530504111390952
2008-02-26,0.8537988093431105
2008-02-27,0.8629920565099993
2008-02-28,0.8550297804553525
2008-02-29,0.8586534079630314
2008-03-03,0.8456627983155405
2008-03-04,0.8489322806504456
2008-03-05,0.8610524608140804
2008-03-06,0.8558868176458592
2008-03-07,0.8558160800906567
2008-03-10,0.8598114106780997
2008-03-11,0.8530643748960831
2008-03-12,0.8574911385062787
2008-03-13,0.8540770660790233
2008-03-14,0.8492528026592698
2008-03-17,0.8391927192489644
2008-03-18,0.8169840570339991
2008-03-19,0.8308207502450659
2008-03-20,0.8268151991144835
2008-03-25,0.8105421309986113
2008-03-26,0.8356008115409725
2008-03-27,0.8339126821343399
2008-03-28,0.8137967069931771
2008-03-31,0.8081821700781768
2008-04-01,0.8039577071232996
2008-04-02,0.8182064912798459
2008-04-03,0.8163733107713543
2008-04-04,0.8117505401524333
2008-04-07,0.8090804943066974
2008-04-08,0.8217786597526849
2008-04-09,0.8288076268072004
2008-04-10,0.8386173092122989
2008-04-11,0.8317996131416022
2008-04-14,0.8410941543025651
2008-04-15,0.8541026414170725
2008-04-16,0.8648551536620742
2008-04-17,0.777658554335113
2008-04-18,0.7926065949476818
2008-04-21,0.7548217772427751
2008-04-22,0.678886834455988
2008-04-23,0.68108553453849
2008-04-24,0.6886049449551099
2008-04-25,0.6934460482391573
2008-04-28,0.6965564944401783
2008-04-29,0.707051532626624
2008-04-30,0.6963709131350149
2008-05-02,0.697824159612433
2008-05-05,0.6360249861219589
2008-05-06,0.6475719792983778
2008-05-07,0.6364449382140054
2008-05-08,0.6381549424269484
2008-05-09,0.6389231663829057
2008-05-12,0.6108371437369391
2008-05-13,0.6084778988060554
2008-05-14,0.6071716096710496
2008-05-15,0.5980228591593217
2008-05-16,0.5937556175109169
2008-05-19,0.5979246555626518
2008-05-20,0.5943438387323969
2008-05-21,0.6066345593814478
2008-05-22,0.6098774217840619
2008-05-23,0.6108167148533246
2008-05-26,0.6192880760222053
2008-05-27,0.6195910495626241
2008-05-28,0.6096676846266127
2008-05-29,0.6051309026699137
2008-05-30,0.5896278808566406
2008-06-02,0.5650293109628646
2008-06-03,0.5660442843818958
2008-06-04,0.5519112457511688
2008-06-05,0.5500969191394571
2008-06-06,0.5507504442552631
2008-06-09,0.5747465594195169
2008-06-10,0.5695300948661043
2008-06-11,0.5658214081205637
2008-06-12,0.5688850022193493
2008-06-13,0.5537340496547838
2008-06-16,0.5152733635172028
2008-06-17,0.5366507113727951
2008-06-18,0.5600271576752793
2008-06-19,0.5343075017305243
2008-06-20,0.5320918262076321
2008-06-23,0.5418688140407806
2008-06-24,0.5486767927559424
2008-06-25,0.5512757122981113
2008-06-26,0.5242192128289906
2008-06-27,0.555487619640685
2008-06-30,0.5538657695083578
2008-07-01,0.5577266641560301
2008-07-02,0.5619019750451942
2008-07-03,0.5400800539972532
2008-07-04,0.5392455217984911
2008-07-07,0.5462632855610761
2008-07-08,0.5320799715538282
2008-07-09,0.5370321087984721
2008-07-10,0.5360695124275887
2008-07-11,0.5315581726479036
2008-07-14,0.5662088737715959
2008-07-15,0.49698535554319
2008-07-16,0.5030211813172725
2008-07-17,0.49245956025823673
2008-07-18,0.5139306548755924
2008-07-21,0.5136005085346147
2008-07-22,0.5099096685023602
2008-07-23,0.5034417122867202
2008-07-24,0.5087660759734429
2008-07-25,0.5111561962874597
2008-07-28,0.49396457590484805
2008-07-29,0.4931910495586965
2008-07-30,0.49733274446175757
2008-07-31,0.5009893142008441
2008-08-01,0.5029283997400601
2008-08-04,0.5154183072655647
2008-08-05,0.5076751452958564
2008-08-06,0.5232438446547157
2008-08-07,0.5155630581562015
2008-08-08,0.5217172580578866
2008-08-11,0.515474191774889
2008-08-12,0.5134984046673161
2008-08-13,0.501176478973889
2008-08-14,0.516647254253358
2008-08-15,0.5219857996442683
2008-08-18,0.5159758721730462
2008-08-19,0.5199649036921519
2008-08-20,0.5339435301179196
2008-08-21,0.5323927755184917
2008-08-22,0.5435895887601138
2008-08-25,0.5535693860728662
2008-08-26,0.5483905957013843
2008-08-27,0.5523923227092368
2008-08-28,0.547991299955045
2008-08-29,0.5597959065301814
2008-09-01,0.5533532383566391
2008-09-02,0.5560181934506502
2008-09-03,0.575842383322879
2008-09-04,0.5727374871099881
2008-09-05,0.592019340961851
2008-09-08,0.608596149327234
2008-09-09,0.6238793246307232
2008-09-10,0.6223926660152233
2008-09-11,0.6277128298422828
2008-09-12,0.6245058832740479
2008-09-15,0.6158914145709519
2008-09-16,0.5975372142938732
2008-09-17,0.58630776597199
2008-09-18,0.5745793722518391
2008-09-19,0.5564988544430651
2008-09-22,0.6387511049815926
2008-09-23,0.6355574890455202
2008-09-24,0.6272213617550315
2008-09-25,0.6429611457790388
2008-09-26,0.6499018457364228
2008-09-29,0.6676195585269381
2008-09-30,
2008-10-01,
2008-10-02,
2008-10-03,
2008-10-06,
2008-10-07,
2008-10-08,
2008-10-09,
2008-10-10,
2008-10-13,
2008-10-14,
2008-10-15,
2008-10-16,
2008-10-17,
2008-10-20,
2008-10-21,
